tweet_id,user_community,community_type,user_active_status,retweet_count,quote_count,retweet_count_by_community_0,quote_count_by_community_0,retweet_count_by_community_1,quote_count_by_community_1,retweet_count_by_community_2,quote_count_by_community_2,retweet_count_by_community_3,quote_count_by_community_3,retweet_count_by_community_4,quote_count_by_community_4,retweet_count_by_suspended_users,quote_count_by_suspended_users,date
1326305806535565313,1,promoter,active,1457,716,14,234,171,74,1253,397,3,3,16,8,466,143,2020_11
1326318537829457923,1,promoter,suspended,199,41,1,2,17,4,155,29,23,5,3,1,49,11,2020_11
1326334497764335619,1,promoter,active,64,104,4,10,23,16,34,73,2,4,1,1,9,10,2020_11
1326351325106302976,1,promoter,active,680,96,3,8,108,17,559,68,3,1,7,2,163,12,2020_11
1326353321582620673,1,promoter,active,2882,646,28,194,615,89,2146,348,50,9,43,6,578,94,2020_11
1326356623363874816,1,promoter,suspended,3615,590,6,3,318,60,3277,524,5,1,9,2,1029,165,2020_11
1326359786040987649,1,promoter,active,3589,475,12,1,461,56,3079,414,6,3,31,1,849,113,2020_11
1326369310994964485,1,promoter,suspended,3983,493,7,2,301,41,3637,442,7,2,31,6,1121,141,2020_11
1326385566544498688,0,detractor,active,719,243,116,77,39,44,544,119,5,2,15,1,129,28,2020_11
1326515950292672512,1,promoter,suspended,5438,908,10,3,482,107,4925,794,7,2,14,2,1865,307,2020_11
1326538858813550603,1,promoter,active,2456,277,8,5,432,41,1973,216,15,7,28,8,654,62,2020_11
1326540408587919361,1,promoter,active,741,132,1,50,74,11,657,69,4,1,5,1,231,22,2020_11
1326582123206152196,1,promoter,suspended,5345,692,4,1,418,87,4908,601,5,2,10,1,1702,211,2020_11
1326593526868668417,1,promoter,active,2016,841,8,21,250,105,1712,698,13,7,33,10,474,185,2020_11
1326593652236447745,1,promoter,active,5059,1100,5,15,559,130,4460,946,19,4,16,5,1465,307,2020_11
1326595184767823872,1,promoter,active,12424,1181,155,165,2647,168,9304,835,120,8,198,5,3098,258,2020_11
1326597569594724358,0,detractor,active,642,431,592,78,3,53,38,297,2,1,7,2,20,68,2020_11
1326610190905565196,1,promoter,suspended,4472,780,3,3,458,100,3963,672,20,1,28,4,1448,259,2020_11
1326611811169398785,1,promoter,active,2277,325,24,117,314,28,1898,178,11,1,30,1,666,42,2020_11
1326614532752596992,1,promoter,active,4029,281,11,22,645,36,3297,221,35,1,41,1,1107,67,2020_11
1326656793913724931,1,promoter,active,1884,485,4,17,185,37,1673,422,5,7,17,2,594,259,2020_11
1326657707408035841,0,detractor,active,664,827,595,91,5,123,55,602,6,6,3,5,24,123,2020_11
1326664753914114049,1,promoter,active,3352,398,5,1,124,24,3211,368,3,2,9,3,1032,97,2020_11
1326668120967286784,1,promoter,active,3802,452,10,22,445,52,3246,347,36,8,65,23,1111,115,2020_11
1326675187287388165,1,promoter,active,2178,242,3,10,356,47,1776,180,16,2,27,3,614,57,2020_11
1326683880095682562,1,promoter,suspended,6432,438,52,171,1339,51,4770,199,152,9,119,8,1874,78,2020_11
1326695036990357504,1,promoter,suspended,1640,206,2,3,73,20,1556,180,5,1,4,2,651,60,2020_11
1326695508950183938,1,promoter,active,1968,919,4,1,182,480,1753,431,16,4,13,3,591,137,2020_11
1326718608664383490,1,promoter,suspended,418,85,29,57,102,7,255,18,16,1,16,2,102,12,2020_11
1326721355107151872,1,promoter,active,13340,2041,49,74,3519,432,9390,1471,156,24,226,40,3120,417,2020_11
1326726977861136386,1,promoter,active,942,102,4,4,144,21,785,75,1,1,8,1,231,24,2020_11
1326739418405728256,1,promoter,active,6839,601,5,3,626,57,6176,538,9,1,23,2,1820,123,2020_11
1326741141522325504,1,promoter,suspended,6277,1210,9,2,480,117,5768,1086,9,3,11,2,2367,396,2020_11
1326749045029629952,1,promoter,suspended,4448,402,4,2,209,36,4209,358,12,3,14,3,1780,120,2020_11
1326874920316448770,1,promoter,active,2288,175,5,1,209,28,2060,144,6,1,8,1,732,39,2020_11
1326889031808942083,1,promoter,suspended,4446,608,4,3,241,49,4183,552,11,2,7,2,1793,224,2020_11
1326890833354821637,1,promoter,active,8542,1021,23,2,1203,147,7246,858,21,6,49,8,2330,271,2020_11
1326892069667950592,1,promoter,active,2099,437,3,1,374,68,1699,355,9,11,14,2,540,92,2020_11
1326915779854557186,1,promoter,suspended,4765,647,4,2,339,69,4409,570,5,1,8,5,1924,251,2020_11
1326930955559383044,1,promoter,active,2054,200,7,17,416,37,1540,129,2,2,89,15,500,38,2020_11
1326938849700818946,1,promoter,active,1068,153,9,5,136,16,908,129,3,2,12,1,356,46,2020_11
1326991439134289920,1,promoter,active,10758,1190,22,7,1522,162,8972,999,15,1,227,21,2511,264,2020_11
1326995699200909314,1,promoter,active,4513,596,8,7,506,67,3965,518,6,1,28,3,1144,157,2020_11
1327009008377466881,1,promoter,active,2554,158,4,4,230,10,2283,142,4,1,33,1,662,32,2020_11
1327022435913396225,1,promoter,suspended,3631,412,4,1,219,28,3395,373,7,6,6,4,1274,116,2020_11
1327024215887851521,1,promoter,active,10702,1841,39,80,1678,299,8583,1384,86,19,316,59,2870,374,2020_11
1327036270955143168,0,detractor,active,605,340,558,125,4,30,35,181,3,2,5,2,15,46,2020_11
1327038586819145732,0,detractor,active,3430,1689,3352,1640,13,7,58,37,2,1,5,4,38,71,2020_11
1327043099030327300,1,promoter,suspended,4781,816,7,4,504,303,4235,500,11,2,24,7,1661,209,2020_11
1327057122153144321,1,promoter,suspended,5911,456,5,5,259,39,5616,404,3,2,28,6,2256,171,2020_11
1327071520557064193,1,promoter,suspended,13211,1112,12,7,1193,117,11755,922,145,52,106,14,5218,383,2020_11
1327086349841702914,1,promoter,active,4965,294,10,3,440,35,4488,253,10,1,17,2,1487,69,2020_11
1327087104766189568,2,promoter,suspended,3670,630,3,1,55,65,3592,557,5,2,15,5,1424,208,2020_11
1327116730846638081,1,promoter,suspended,7415,443,3,3,293,45,7045,391,34,3,40,1,3059,161,2020_11
1327122223384158208,1,promoter,active,3246,464,9,54,191,51,3017,356,17,2,12,1,987,111,2020_11
1327288729560604672,1,promoter,active,2234,154,4,9,132,8,2077,135,7,1,14,1,752,38,2020_11
1327305628419837955,1,promoter,active,295,35,3,7,124,9,149,17,15,1,4,1,28,0,2020_11
1327329640780869633,1,promoter,active,5313,494,60,21,2319,159,2858,307,18,3,58,4,609,51,2020_11
1327333431425044483,1,promoter,active,7802,733,34,244,1372,78,6143,394,114,11,139,6,2344,151,2020_11
1327364787647385600,1,promoter,active,7943,1206,30,46,1079,178,6323,938,304,30,207,14,2100,265,2020_11
1327372367111335937,1,promoter,active,18541,1397,61,137,2723,216,14933,988,358,26,466,30,5496,327,2020_11
1327387035716476929,1,promoter,suspended,12560,3249,20,26,1604,471,10706,2709,83,15,147,28,3690,911,2020_11
1327399595903647744,1,promoter,suspended,677,45,4,7,128,8,480,27,39,2,26,1,207,8,2020_11
1327441371188195328,1,promoter,suspended,349,22,2,4,89,5,195,10,54,2,9,1,83,4,2020_11
1327529451723231232,1,promoter,suspended,7636,1188,4,2,605,144,6932,1025,68,14,27,3,3040,441,2020_11
1327619075971932160,0,detractor,active,19331,1623,19192,1583,7,5,129,33,1,1,2,1,156,40,2020_11
1327623287195709440,1,promoter,active,3775,326,9,8,276,46,3415,266,15,1,60,5,1216,71,2020_11
1327642416778780673,1,promoter,active,546,88,5,16,127,12,390,56,5,2,19,2,95,15,2020_11
1327647020992098305,1,promoter,suspended,2904,256,3,3,136,21,2742,229,14,2,9,1,1020,74,2020_11
1327649331789385728,1,promoter,active,9307,632,11,8,1161,80,8053,541,18,2,64,1,2570,152,2020_11
1327649995940458496,1,promoter,suspended,329,14,2,2,71,2,242,8,11,1,3,1,113,4,2020_11
1327689681861939200,1,promoter,active,9913,701,14,29,1014,86,8801,577,11,1,73,8,3039,183,2020_11
1327705369964122114,1,promoter,suspended,5297,445,4,1,202,24,5063,417,13,2,15,1,2048,152,2020_11
1327748878024798209,1,promoter,active,341,17,2,3,34,2,278,10,26,1,1,1,95,4,2020_11
1327750127679889409,1,promoter,suspended,44100,6291,224,1666,12062,892,29032,3533,1364,101,1418,99,9181,1068,2020_11
1327761129234427904,1,promoter,suspended,1451,110,4,1,426,22,798,72,133,14,90,1,228,15,2020_11
1327763285333172225,1,promoter,active,1978,266,13,125,289,23,1593,109,23,6,60,3,588,26,2020_11
1327795995221123078,1,promoter,active,10737,550,89,118,2465,90,7972,335,87,6,124,1,2805,96,2020_11
1327804765804261376,1,promoter,active,9172,755,34,38,1385,86,7470,606,158,15,125,10,2991,205,2020_11
1327860436587347973,1,promoter,suspended,4808,301,2,6,170,28,4592,265,11,1,33,1,2131,109,2020_11
1327879595538976769,1,promoter,suspended,17311,2147,31,20,2396,315,14804,1803,18,3,62,6,4314,483,2020_11
1327962802938646529,1,promoter,active,13509,1005,31,33,1530,137,11868,827,22,2,58,6,3738,201,2020_11
1327969645660418048,2,promoter,suspended,1918,297,3,10,26,26,1858,252,21,6,10,3,493,75,2020_11
1327994251523747840,1,promoter,active,1365,132,1,1,73,21,1265,107,2,1,24,2,617,52,2020_11
1327998400512475138,1,promoter,active,1374,418,6,3,124,36,1224,375,2,2,18,2,498,188,2020_11
1327998623653769217,1,promoter,suspended,23018,3853,29,28,3318,589,19488,3215,51,6,132,15,6999,1096,2020_11
1328002061305335810,1,promoter,active,6640,472,15,7,1125,86,5343,373,11,1,146,5,1634,85,2020_11
1328013807197810688,1,promoter,active,8411,660,15,6,859,79,7512,573,11,1,14,1,2482,158,2020_11
1328014900505952257,1,promoter,suspended,470,22,1,4,115,4,326,12,19,1,9,1,141,5,2020_11
1328015270963798017,1,promoter,active,7397,536,24,12,1125,84,6114,429,59,8,75,3,2338,132,2020_11
1328048192638779392,1,promoter,deleted,2808,246,4,1,92,20,2690,219,17,4,5,2,1117,73,2020_11
1328065043410391040,1,promoter,active,10696,2933,24,16,1455,389,8882,2459,92,34,243,35,2922,1005,2020_11
1328070809940865024,1,promoter,active,1660,113,6,3,125,14,1519,93,3,2,7,1,548,39,2020_11
1328107210363310081,1,promoter,active,24640,2326,82,656,3678,245,18872,1307,885,64,1123,54,6311,391,2020_11
1328340354504900608,1,promoter,suspended,4129,333,3,1,179,25,3928,302,4,4,15,1,1702,135,2020_11
1328347115534360578,1,promoter,active,3112,235,8,1,198,28,2854,200,3,1,49,5,1076,56,2020_11
1328356251810603016,1,promoter,suspended,2983,729,4,4,257,118,2696,600,12,3,14,4,1150,279,2020_11
1328374098616049664,1,promoter,active,1121,162,7,62,128,14,957,83,11,2,18,1,378,19,2020_11
1328374748959694850,1,promoter,active,33272,3447,193,637,6340,493,25996,2266,223,18,520,33,7836,641,2020_11
1328380989991694336,1,promoter,suspended,7164,982,8,1,539,101,6564,870,35,8,18,2,2444,306,2020_11
1328386573516173314,1,promoter,active,10566,1400,17,7,586,149,9776,1217,28,6,159,21,3243,367,2020_11
1328393027946209286,1,promoter,active,2107,164,5,3,283,23,1773,134,23,3,23,1,681,33,2020_11
1328397297525301248,1,promoter,suspended,4715,706,7,3,180,59,4490,635,13,4,25,5,2000,252,2020_11
1328411861793067010,1,promoter,active,23205,3039,41,92,2406,388,20170,2486,278,37,310,36,6518,715,2020_11
1328418387949719554,1,promoter,suspended,2488,314,1,3,71,23,2350,286,6,1,60,1,846,95,2020_11
1328452034450907138,1,promoter,active,18466,1389,76,199,3010,194,14916,958,177,21,287,17,5378,267,2020_11
1328456077705437190,1,promoter,active,4595,405,2,44,382,44,4134,314,16,2,61,1,1534,105,2020_11
1328469195550576645,1,promoter,active,7786,1649,12,7,941,228,6514,1332,49,14,270,68,2361,335,2020_11
1328471115216240641,1,promoter,active,1012,174,1,1,164,29,823,142,14,1,10,1,206,30,2020_11
1328471539587674116,1,promoter,active,4788,651,6,1,236,63,4535,583,5,1,6,3,1500,157,2020_11
1328478389464932355,1,promoter,suspended,5717,886,7,5,492,104,5170,768,3,1,45,8,1989,277,2020_11
1328484997926318080,1,promoter,suspended,1320,79,5,3,309,22,877,45,79,6,50,3,324,13,2020_11
1328490725969891328,1,promoter,active,2757,328,2,1,231,33,2492,275,3,1,29,18,938,76,2020_11
1328494299743350784,1,promoter,active,8886,743,14,19,827,83,7992,632,36,6,17,3,2585,193,2020_11
1328516374616895488,1,promoter,suspended,7983,772,20,5,587,107,7340,654,10,2,26,4,3007,229,2020_11
1328520751859658752,1,promoter,active,4590,768,9,4,620,118,3642,612,26,7,293,27,1074,178,2020_11
1328643880045035526,1,promoter,suspended,7025,640,5,1,295,53,6707,582,5,1,13,3,2211,163,2020_11
1328714228551753729,1,promoter,active,4579,191,3,10,275,20,4281,159,6,1,14,1,1533,50,2020_11
1328717170721910784,1,promoter,active,3753,214,7,6,406,31,3310,173,11,3,19,1,1219,62,2020_11
1328752247250055177,1,promoter,active,2469,413,8,13,460,85,1915,307,26,4,60,4,605,74,2020_11
1328753692066029568,1,promoter,active,3218,578,16,10,1044,162,2061,386,11,3,86,17,580,83,2020_11
1328767038458916869,1,promoter,active,7775,770,24,91,2020,161,5587,508,25,2,119,8,1772,139,2020_11
1328767117823512577,1,promoter,active,5376,381,11,11,1330,70,3903,296,13,2,119,2,1247,90,2020_11
1328767176828981259,1,promoter,active,5797,545,12,21,1361,108,4306,407,17,3,101,6,1350,135,2020_11
1328769813355712512,1,promoter,active,3206,241,10,20,577,43,2559,173,19,4,41,1,963,38,2020_11
1328789066905686023,1,promoter,active,718,77,1,7,94,13,565,54,2,1,56,2,166,6,2020_11
1328800358420791297,1,promoter,active,3881,473,16,3,681,94,3146,367,11,5,27,4,879,89,2020_11
1328829764312948738,1,promoter,suspended,8743,681,39,85,1630,99,6528,466,358,24,188,7,2347,166,2020_11
1328830381429288962,1,promoter,suspended,11831,1697,60,399,3250,262,7738,963,343,39,440,34,2543,304,2020_11
1328833864970739719,1,promoter,active,4683,647,19,221,475,57,4120,363,10,1,59,5,1416,120,2020_11
1328835111899459584,1,promoter,active,7485,600,7,15,1417,99,5991,479,20,3,50,4,1597,122,2020_11
1328851390177959937,1,promoter,active,1766,215,9,26,243,35,1404,148,19,1,91,5,458,43,2020_11
1328851444431253504,1,promoter,active,3062,174,12,18,447,24,2498,127,23,4,82,1,953,31,2020_11
1328852352787484677,1,promoter,suspended,15366,2416,107,791,3518,279,10721,1275,545,44,475,27,3433,405,2020_11
1328858706944139265,1,promoter,active,1224,474,102,39,100,42,991,383,17,9,14,1,401,145,2020_11
1328885590872498176,1,promoter,active,4732,327,6,7,533,46,4170,272,6,1,17,1,1503,68,2020_11
1328887340073426947,1,promoter,active,596,32,3,1,44,2,529,24,3,3,17,2,182,5,2020_11
1328892704399519746,1,promoter,suspended,6070,602,5,1,582,93,5417,498,26,4,40,6,2247,215,2020_11
1328893051167653888,1,promoter,active,2246,96,4,2,105,10,2129,82,4,1,4,1,857,27,2020_11
1328921766799011841,1,promoter,suspended,22965,2685,31,29,2453,331,20210,2281,188,34,83,10,6664,690,2020_11
1328966507733331971,1,promoter,active,1241,158,30,6,86,11,1118,139,3,1,4,1,377,36,2020_11
1328969920357535744,1,promoter,active,6899,2938,20,41,1208,490,5542,2364,102,32,27,11,1641,683,2020_11
1329024973055385600,0,detractor,active,764,1228,541,1037,12,33,203,150,4,1,4,7,68,57,2020_11
1329053369961365506,1,promoter,active,358,21,1,3,19,5,332,11,3,1,3,1,155,5,2020_11
1329054683441278977,1,promoter,suspended,29303,4458,143,1044,7409,593,20115,2685,731,75,905,61,6854,872,2020_11
1329062860987781121,1,promoter,suspended,35606,2967,80,18,13822,782,20040,2092,748,38,916,37,5407,593,2020_11
1329124867497730052,1,promoter,active,3809,141,2,1,175,14,3590,121,20,4,22,1,1380,41,2020_11
1329128213935747077,1,promoter,active,505,111,10,16,216,29,251,60,12,4,16,2,61,17,2020_11
1329132267986321408,1,promoter,active,4950,611,9,12,485,67,4421,527,12,2,23,3,1442,130,2020_11
1329132416540291075,1,promoter,active,1054,216,1,5,244,35,698,132,7,3,104,41,193,51,2020_11
1329142558337998854,1,promoter,suspended,9492,940,14,5,634,110,8754,812,60,8,30,5,2766,210,2020_11
1329166050781515777,1,promoter,active,1769,123,4,1,78,11,1640,106,32,4,15,1,688,33,2020_11
1329191439511793679,1,promoter,active,419,102,4,1,41,23,369,76,1,1,4,1,154,29,2020_11
1329198099332538368,1,promoter,active,1652,137,2,8,118,6,1516,119,1,3,15,1,602,42,2020_11
1329199661605916679,1,promoter,suspended,1442,603,4,1,131,66,1289,530,5,2,13,4,498,151,2020_11
1329220142417534977,1,promoter,active,2786,241,2,1,195,23,2548,213,19,3,22,1,1011,51,2020_11
1329261913834991616,1,promoter,active,10698,129,36,25,1759,9,8586,93,144,1,173,1,3282,34,2020_11
1329284168321298432,1,promoter,active,3211,347,6,1,316,43,2871,299,6,1,12,3,1011,76,2020_11
1329292819396251652,1,promoter,suspended,5549,418,5,3,309,51,5184,359,28,4,23,1,2106,120,2020_11
1329295102834057217,1,promoter,suspended,30426,2002,157,445,6459,270,21995,1212,958,53,857,22,7285,369,2020_11
1329302352982118400,1,promoter,suspended,7913,561,7,3,573,66,7261,482,41,6,31,4,2764,149,2020_11
1329305120069312513,1,promoter,active,8286,512,9,7,475,53,7731,448,18,1,53,3,2822,137,2020_11
1329368403077894148,2,promoter,suspended,2636,215,4,1,23,28,2593,183,8,2,8,1,1040,195,2020_11
1329405682706247683,1,promoter,suspended,24736,2568,120,535,5972,403,17201,1548,682,46,761,36,6023,497,2020_11
1329425886920155141,1,promoter,active,1925,165,7,9,200,25,1710,129,3,1,5,1,518,30,2020_11
1329431306967666690,1,promoter,suspended,2744,377,3,3,194,59,2513,308,16,6,18,1,993,123,2020_11
1329437052975378442,1,promoter,suspended,6762,667,4,5,315,46,6393,610,31,5,19,1,2462,202,2020_11
1329459995893764102,1,promoter,suspended,22631,2610,105,363,5658,413,15584,1714,668,58,616,62,5028,525,2020_11
1329475287818661891,1,promoter,suspended,1054,103,3,6,165,17,827,76,23,1,36,3,321,20,2020_11
1329475868029317122,1,promoter,suspended,1869,265,7,16,330,46,1417,190,47,4,68,9,487,56,2020_11
1329478149609041927,1,promoter,suspended,19748,2789,85,386,5195,471,13542,1871,467,27,459,34,4198,563,2020_11
1329480371378020353,1,promoter,suspended,2085,333,6,12,368,55,1647,258,27,1,37,7,598,59,2020_11
1329481462446518272,1,promoter,active,3838,323,3,1,411,45,3391,273,9,2,24,2,1246,74,2020_11
1329497395604893699,1,promoter,active,2146,256,1,3,278,53,1845,196,5,2,17,2,639,57,2020_11
1329506566274490370,1,promoter,suspended,5939,604,1,1,299,53,5547,536,70,7,22,7,2149,196,2020_11
1329524661886066702,1,promoter,active,3150,202,12,13,268,32,2766,145,41,8,63,4,1177,68,2020_11
1329560087283658753,1,promoter,active,8150,682,25,133,1400,97,6527,436,93,12,105,4,2499,135,2020_11
1329561515742044161,1,promoter,active,867,45,3,3,64,7,770,32,13,1,17,2,317,10,2020_11
1329583967926882304,1,promoter,suspended,8798,609,35,53,2039,124,6294,411,106,6,324,15,2190,137,2020_11
1329589060600438790,1,promoter,active,13114,925,31,43,2873,180,10084,694,22,2,104,6,2833,188,2020_11
1329595108078063619,0,detractor,active,2706,1874,2517,1479,22,82,161,302,2,6,4,5,88,103,2020_11
1329605306020749313,1,promoter,active,2009,342,3,5,321,62,1666,272,7,1,12,2,557,57,2020_11
1329612592571064322,1,promoter,active,3613,402,8,6,132,27,3429,361,15,2,29,6,1042,88,2020_11
1329619675920011264,1,promoter,suspended,4439,475,3,1,211,42,4153,426,37,4,35,2,1641,161,2020_11
1329639146902614018,1,promoter,suspended,5046,462,2,2,248,35,4770,420,12,4,14,1,2238,168,2020_11
1329741803025801217,1,promoter,active,1908,540,5,10,310,111,1557,409,9,6,27,4,432,89,2020_11
1329763465435734016,1,promoter,active,2363,412,14,6,166,51,2160,352,13,1,10,2,899,93,2020_11
1329784812257890306,1,promoter,suspended,27273,3081,83,518,5204,425,20516,2039,680,56,790,43,7328,685,2020_11
1329794247697043458,1,promoter,active,7648,559,14,7,1822,129,5757,419,9,2,46,2,1735,110,2020_11
1329821433443311622,1,promoter,active,7242,760,14,17,868,103,6277,631,21,4,62,5,2090,160,2020_11
1329919280855408641,1,promoter,suspended,4780,950,6,5,320,77,4391,858,30,6,33,4,1659,293,2020_11
1329961104861224961,1,promoter,active,3955,2255,87,181,1282,361,2461,1690,27,8,98,15,701,457,2020_11
1329985173014929411,1,promoter,active,7252,677,8,71,575,86,6538,490,76,21,55,9,2193,139,2020_11
1330000055714004992,1,promoter,suspended,3534,167,3,1,125,14,3366,146,29,3,11,3,1708,57,2020_11
1330000059002355714,1,promoter,suspended,3591,91,4,3,85,8,3459,75,28,4,15,1,1711,28,2020_11
1330070138855550982,1,promoter,suspended,17190,2749,12,22,1686,359,15269,2345,121,15,102,8,5530,762,2020_11
1330137741078695939,1,promoter,suspended,21034,2128,82,440,3972,278,15727,1307,613,57,640,46,5686,476,2020_11
1330143333033926658,1,promoter,active,3314,298,4,6,209,38,3079,249,13,2,9,3,1178,73,2020_11
1330144633419165700,1,promoter,suspended,5813,396,4,4,300,65,5440,322,32,2,37,3,2362,127,2020_11
1330148622898515969,1,promoter,suspended,44764,5554,308,1727,12798,766,28892,2852,1386,129,1380,80,8981,934,2020_11
1330171771446759425,1,promoter,active,1016,99,6,6,275,15,729,76,3,1,3,1,157,13,2020_11
1330175883018166272,1,promoter,active,9952,748,40,93,1703,99,8055,546,16,3,138,7,2680,159,2020_11
1330184976999079942,1,promoter,suspended,4194,498,1,4,246,59,3907,431,23,3,17,1,1674,140,2020_11
1330185834600026116,1,promoter,active,5814,619,25,63,509,90,5008,436,134,16,138,14,1705,116,2020_11
1330197932856008707,1,promoter,suspended,4269,461,4,1,151,44,4098,412,5,1,11,3,2024,181,2020_11
1330198146358644736,1,promoter,active,3380,287,9,2,285,44,3045,238,14,1,27,2,1164,71,2020_11
1330207558250983427,1,promoter,active,807,95,2,3,58,8,730,82,2,1,15,1,237,16,2020_11
1330207804905414658,1,promoter,active,861,127,3,9,96,19,631,86,117,11,14,2,201,26,2020_11
1330216322505052166,1,promoter,active,9078,552,16,55,741,63,8197,428,42,2,82,4,2870,128,2020_11
1330224161604710400,1,promoter,suspended,5732,397,2,1,231,33,5416,346,66,16,17,1,2099,112,2020_11
1330238900837756931,1,promoter,suspended,8587,815,5,1,479,83,8018,706,54,18,31,7,3279,252,2020_11
1330250873130389504,1,promoter,suspended,17819,2788,16,29,1464,293,16199,2446,49,10,91,10,6557,1019,2020_11
1330256061316608000,1,promoter,active,5843,1475,5,64,426,104,5353,1304,37,2,22,1,2019,453,2020_11
1330265013072883719,1,promoter,active,3140,313,4,3,184,55,2931,247,11,7,10,1,988,72,2020_11
1330294366355795968,1,promoter,active,1515,273,5,41,275,53,1197,177,13,1,25,1,461,40,2020_11
1330321914028580864,1,promoter,active,1112,91,14,21,249,12,834,55,4,1,11,2,297,16,2020_11
1330365512325468169,1,promoter,suspended,11262,897,16,44,730,111,10291,732,114,7,111,3,4240,260,2020_11
1330366212568739844,1,promoter,active,2080,407,6,12,134,51,1926,339,6,1,8,4,762,109,2020_11
1330534667741696000,1,promoter,active,1570,125,4,16,186,20,1328,82,25,5,27,2,558,24,2020_11
1330588363758456832,1,promoter,active,2309,606,1,2,56,33,2215,568,14,2,23,1,853,178,2020_11
1330606002299920387,1,promoter,active,6956,678,17,23,991,86,5840,557,48,8,60,4,2113,151,2020_11
