tweet_id,user_community,community_type,user_active_status,retweet_count,quote_count,retweet_count_by_community_0,quote_count_by_community_0,retweet_count_by_community_1,quote_count_by_community_1,retweet_count_by_community_2,quote_count_by_community_2,retweet_count_by_community_3,quote_count_by_community_3,retweet_count_by_community_4,quote_count_by_community_4,retweet_count_by_suspended_users,quote_count_by_suspended_users,date
1334580269941190656,1,promoter,active,9489,3534,24,31,2035,835,7043,2586,217,50,170,32,2114,1046,2020_12
1334588448943042560,1,promoter,active,1736,364,2,1,168,56,1551,304,11,2,4,1,516,74,2020_12
1334588536570466304,1,promoter,active,3409,786,3,4,680,142,2640,619,42,11,44,10,835,157,2020_12
1334593336120733696,1,promoter,suspended,3058,578,5,3,183,75,2810,489,42,6,18,5,997,165,2020_12
1334599756480442368,1,promoter,suspended,3579,302,12,4,379,53,3107,240,49,3,32,2,1294,84,2020_12
1334603266982895622,1,promoter,suspended,3452,234,8,1,205,25,3160,201,55,6,24,1,1362,75,2020_12
1334618112868675585,1,promoter,active,2931,452,7,6,459,83,2395,357,35,5,35,1,678,68,2020_12
1334619931011375110,1,promoter,active,2344,263,12,7,635,82,1659,172,7,1,31,1,557,28,2020_12
1334620118765039617,1,promoter,active,3248,275,7,13,245,33,2891,218,72,8,33,3,1079,52,2020_12
1334620731045507073,1,promoter,active,20735,3273,54,162,4123,555,15551,2464,514,52,493,40,4717,697,2020_12
1334623692492566532,1,promoter,active,5520,1067,14,17,2291,362,3175,682,16,1,24,5,829,130,2020_12
1334626262720114688,1,promoter,active,1908,239,4,3,146,28,1740,205,5,2,13,1,595,53,2020_12
1334637505262575618,1,promoter,active,2907,360,5,2,290,59,2596,296,5,1,11,2,896,76,2020_12
1334638914716520448,1,promoter,active,3424,436,7,3,284,53,3087,374,24,5,22,1,960,77,2020_12
1334658704914964481,1,promoter,suspended,2488,274,5,1,97,19,2302,245,58,7,26,2,998,80,2020_12
1334697677456515073,1,promoter,active,7860,954,12,5,378,72,7441,872,10,2,19,3,2294,253,2020_12
1334783288779673603,1,promoter,suspended,6058,741,6,7,914,90,5064,631,49,6,25,7,1586,189,2020_12
1334825233610633217,0,detractor,active,3739,3161,3421,1614,12,178,287,1359,16,8,3,2,124,315,2020_12
1334849951629774848,1,promoter,active,732,249,3,1,88,42,619,200,8,3,14,3,248,49,2020_12
1334870143583875074,1,promoter,active,2167,241,2,1,135,21,2017,217,5,1,8,1,802,55,2020_12
1334876078494556160,1,promoter,suspended,3827,380,4,1,164,25,3644,351,2,2,13,1,1698,138,2020_12
1334878351970938883,1,promoter,active,16178,1457,26,101,2418,237,12876,1076,458,23,400,20,4118,301,2020_12
1334878670893223938,1,promoter,suspended,7895,792,6,6,587,110,7129,662,115,11,58,3,2972,258,2020_12
1334885166595104768,1,promoter,suspended,2017,130,1,1,54,13,1934,113,20,2,8,1,935,43,2020_12
1334928502064369668,1,promoter,active,6386,728,10,7,477,70,5810,646,22,3,67,2,1904,191,2020_12
1334929532684558341,0,detractor,active,4914,1819,4619,330,6,190,285,1295,2,2,2,2,129,304,2020_12
1334934350811471872,1,promoter,active,5358,341,15,27,1181,72,4117,240,8,1,37,1,1400,60,2020_12
1334952723968634881,1,promoter,suspended,3177,286,7,4,505,37,2531,241,63,2,71,2,951,66,2020_12
1334954154134020097,1,promoter,active,3885,720,3,3,161,92,3648,609,41,12,32,4,1265,179,2020_12
1334956995389034504,1,promoter,active,4930,324,7,4,613,54,4287,263,7,2,16,1,1689,85,2020_12
1334962965540450314,1,promoter,suspended,10052,446,11,3,543,44,9232,386,120,4,146,9,3914,137,2020_12
1334963173590519813,1,promoter,active,2906,250,7,7,101,19,2780,222,8,1,10,1,1086,65,2020_12
1334970958646554626,1,promoter,active,74,11,1,1,7,2,58,5,7,2,1,1,18,1,2020_12
1334982029117714432,1,promoter,active,13489,1336,19,29,1610,181,11278,1083,305,27,277,16,3785,284,2020_12
1334991611403640838,1,promoter,suspended,12087,788,41,252,2265,78,8909,427,494,22,378,9,3453,141,2020_12
1335032263994650624,1,promoter,suspended,2006,143,4,9,211,13,1681,109,41,3,69,9,700,35,2020_12
1335046813963984898,1,promoter,active,3876,951,5,4,688,157,3167,787,6,1,10,2,831,155,2020_12
1335057879573929984,1,promoter,suspended,5387,270,3,1,238,24,5039,237,62,6,45,2,2635,117,2020_12
1335067528972951552,1,promoter,active,6484,350,15,10,454,30,5924,297,54,11,37,2,2349,80,2020_12
1335085350042079233,1,promoter,suspended,938,87,1,1,83,12,664,62,127,10,63,2,242,12,2020_12
1335106712026689536,2,promoter,active,1746,488,8,43,15,51,1695,380,21,13,7,1,568,89,2020_12
1335219561541603328,1,promoter,suspended,266,38,1,1,27,3,199,29,31,4,8,1,85,6,2020_12
1335225504899739649,1,promoter,active,7797,2566,10,11,1300,363,6418,2177,31,6,38,9,2086,556,2020_12
1335230447203311619,1,promoter,active,9079,1927,4,1,801,208,8201,1710,20,6,53,2,2415,500,2020_12
1335232697908817923,1,promoter,active,4387,395,2,4,352,36,4012,352,5,2,16,1,1450,94,2020_12
1335247038443905029,1,promoter,active,2851,271,3,3,214,42,2584,219,20,3,30,4,1046,76,2020_12
1335248821551558658,1,promoter,suspended,5483,581,9,3,265,69,5110,502,66,6,33,1,2195,188,2020_12
1335250345690271745,1,promoter,suspended,2765,178,3,1,131,17,2556,155,57,2,18,3,1173,58,2020_12
1335253511232163842,1,promoter,suspended,3558,302,3,1,234,33,3185,253,87,11,49,4,1398,92,2020_12
1335257718358241283,1,promoter,suspended,6060,844,6,6,453,94,5407,664,133,71,61,9,2321,265,2020_12
1335259342283673603,1,promoter,suspended,6199,965,6,2,544,115,5523,789,76,56,50,3,2346,268,2020_12
1335269991000797184,1,promoter,suspended,21736,3755,30,96,2219,493,18968,3092,344,48,175,26,7039,1009,2020_12
1335271187077795843,1,promoter,active,10284,1112,15,3,671,89,9507,1016,21,1,70,3,3166,265,2020_12
1335279319229198336,1,promoter,active,642,77,1,1,31,8,607,66,1,1,2,1,220,18,2020_12
1335288571880558593,1,promoter,active,10736,949,16,10,1899,159,8781,778,10,1,30,1,2762,168,2020_12
1335394721615720449,1,promoter,active,27689,2299,60,91,4064,346,23099,1837,143,19,323,6,7668,534,2020_12
1335397806991945728,1,promoter,suspended,1835,135,1,1,70,14,1737,118,10,1,17,1,908,46,2020_12
1335411985245216768,1,promoter,active,3952,310,13,28,361,43,3466,231,51,7,61,1,1468,63,2020_12
1335413770139549697,1,promoter,suspended,31068,3515,127,346,6928,569,22122,2475,1044,86,847,39,7274,704,2020_12
1335413828851523584,1,promoter,suspended,1519,184,23,23,66,15,1375,144,35,1,20,1,672,38,2020_12
1335416110368382977,1,promoter,suspended,7406,549,11,7,356,58,6885,479,101,4,53,1,2970,131,2020_12
1335425288780570627,1,promoter,suspended,1284,127,2,2,42,15,1187,108,42,1,11,1,589,27,2020_12
1335426398077464576,1,promoter,active,2055,426,9,58,216,50,1812,316,8,1,10,1,624,108,2020_12
1335441085166968833,1,promoter,suspended,16008,1679,22,14,1349,217,14450,1433,103,9,84,6,6130,563,2020_12
1335470326898155520,1,promoter,suspended,9800,1402,16,29,902,172,8668,1172,97,15,117,14,3092,344,2020_12
1335547703640600577,1,promoter,active,1204,97,4,5,109,15,1040,74,18,2,33,1,351,17,2020_12
1335548896597004292,1,promoter,active,8930,1290,25,102,1433,222,7264,944,86,14,122,8,2037,186,2020_12
1335596266823143424,1,promoter,active,622,90,1,1,52,8,549,78,7,1,13,2,188,17,2020_12
1335602909476777984,1,promoter,active,4248,525,13,16,150,39,4072,466,3,1,10,3,1280,109,2020_12
1335625990278696960,2,promoter,active,1581,116,3,1,11,15,1528,97,28,2,11,1,733,39,2020_12
1335650142159048704,1,promoter,active,4122,448,5,15,240,33,3847,398,13,1,17,1,1357,109,2020_12
1335672345894268938,1,promoter,active,16138,2214,146,219,3369,292,10915,1531,434,49,1274,123,4001,461,2020_12
1335683646850785281,1,promoter,suspended,2590,111,5,1,141,9,2395,99,29,1,20,1,1127,25,2020_12
1335691538152755209,1,promoter,suspended,4703,1221,7,4,689,186,3962,1018,30,11,15,2,1434,312,2020_12
1335693022638510083,1,promoter,active,338,20,2,4,34,2,296,11,3,2,3,1,104,7,2020_12
1335700417297190913,1,promoter,active,204,65,5,1,25,10,144,36,1,1,29,17,52,13,2020_12
1335796393399775233,1,promoter,suspended,14530,1164,52,169,3151,183,10392,763,571,36,364,13,3908,216,2020_12
1335808989955837955,1,promoter,suspended,4713,432,4,1,307,46,4226,362,103,18,73,5,1934,125,2020_12
1335841007070552067,1,promoter,suspended,6359,548,2,2,410,72,5824,466,78,7,45,1,2687,143,2020_12
1335973533088772097,1,promoter,active,3699,319,5,4,447,49,3198,262,21,2,28,2,1137,83,2020_12
1336002544213045250,1,promoter,active,875,220,1,3,39,13,817,201,11,2,7,1,330,69,2020_12
1336020137053306881,1,promoter,suspended,5081,585,6,6,307,69,4615,476,93,23,60,11,2089,201,2020_12
1336023611233234946,1,promoter,active,232,258,61,9,53,36,115,208,2,4,1,1,47,69,2020_12
1336028060324401152,1,promoter,active,6948,1123,13,3,343,91,6514,1021,32,7,46,1,2117,288,2020_12
1336036067506581504,1,promoter,active,2511,289,2,1,234,41,2261,243,2,1,12,3,785,69,2020_12
1336057666116972545,1,promoter,active,7405,713,11,8,541,67,6771,632,34,2,48,4,2327,171,2020_12
1336061603549208578,1,promoter,active,5647,221,5,5,217,19,5340,194,48,2,37,1,2669,74,2020_12
1336065174084661248,1,promoter,active,8533,1040,17,63,964,160,7439,813,27,1,86,3,2540,214,2020_12
1336075583609040897,1,promoter,active,5483,1364,12,1,741,206,4528,1128,159,20,43,9,1636,294,2020_12
1336083595354656771,1,promoter,active,2162,256,2,4,159,31,1978,217,13,2,10,2,748,56,2020_12
1336108413319786498,1,promoter,active,2492,203,4,2,189,27,2276,172,11,1,12,1,852,45,2020_12
1336113441166200834,1,promoter,active,1434,79,3,2,55,7,1335,68,10,1,31,1,529,17,2020_12
1336184395074588673,1,promoter,suspended,12556,1190,15,5,1309,194,10973,954,133,11,126,26,4800,414,2020_12
1336290017619161088,1,promoter,active,1725,233,5,1,137,25,1567,202,6,2,10,3,510,34,2020_12
1336326972222291972,1,promoter,active,3300,299,4,2,376,44,2855,246,27,3,38,4,959,78,2020_12
1336347660593344512,1,promoter,suspended,3312,232,5,4,130,26,3115,200,41,1,21,1,1563,74,2020_12
1336390712380813313,1,promoter,suspended,10256,576,21,26,950,53,9059,479,125,17,101,1,3849,157,2020_12
1336405228644675586,1,promoter,suspended,5056,264,3,1,208,22,4747,237,50,2,48,2,2050,74,2020_12
1336407510069161988,1,promoter,suspended,28481,254,110,22,5339,24,21920,204,577,2,535,2,8082,57,2020_12
1336409829896843266,1,promoter,active,4545,1581,55,35,517,316,3852,1194,73,19,48,17,1381,334,2020_12
1336410263126478848,1,promoter,suspended,2005,713,6,4,240,124,1727,576,14,6,18,3,694,189,2020_12
1336442519677251587,1,promoter,active,6314,1459,16,11,765,228,5435,1173,36,28,62,19,1658,318,2020_12
1336448830523498498,1,promoter,active,1083,273,7,40,366,105,684,121,10,6,16,1,232,19,2020_12
1336491821548130305,1,promoter,suspended,4967,377,5,2,450,39,4311,327,154,7,47,2,1877,110,2020_12
1336672916088516614,0,detractor,active,351,588,246,96,1,143,93,324,9,14,2,11,42,80,2020_12
1336688887322861570,1,promoter,active,705,254,22,2,102,49,566,191,4,4,11,8,209,67,2020_12
1336694029111660544,1,promoter,active,7637,1636,40,38,1994,402,5415,1157,85,20,103,19,1466,224,2020_12
1336695740446384130,1,promoter,active,2797,548,18,12,819,181,1942,348,6,1,12,6,494,52,2020_12
1336708080491520006,1,promoter,active,9618,1470,15,4,871,180,8621,1267,45,8,66,11,3070,389,2020_12
1336723304292421632,1,promoter,active,12503,1752,35,36,1871,248,10477,1451,43,7,77,10,3321,371,2020_12
1336732398629888001,1,promoter,active,4546,360,6,39,358,34,4017,276,90,10,75,1,1498,83,2020_12
1336732887530528768,1,promoter,active,6976,504,6,1,356,44,6579,455,15,1,20,3,2562,157,2020_12
1336761526280138753,1,promoter,active,11942,861,17,23,1027,81,10487,746,208,6,203,5,3746,226,2020_12
1336771173619650560,1,promoter,active,1678,209,3,8,145,28,1492,165,20,7,18,1,509,39,2020_12
1336792790987137031,1,promoter,active,1006,266,16,7,231,57,651,183,82,16,26,3,222,43,2020_12
1336799525537800193,1,promoter,active,5643,829,2,3,486,83,5122,736,9,3,24,4,1930,191,2020_12
1336811823232921600,1,promoter,suspended,49616,8679,195,761,16194,1814,29451,5575,2330,362,1446,167,8863,1691,2020_12
1336823312903639041,1,promoter,active,7835,507,21,7,1061,84,6627,407,27,3,99,6,2514,127,2020_12
1336854953579646976,1,promoter,suspended,21329,3101,26,10,1816,380,19211,2696,175,6,101,9,6833,789,2020_12
1336876501963300865,1,promoter,active,7447,847,12,14,553,105,6814,723,32,3,36,2,2457,207,2020_12
1336974202512019457,1,promoter,active,143,41,25,5,37,9,75,25,2,1,4,1,14,3,2020_12
1337011145664815105,1,promoter,active,702,63,2,1,34,11,650,48,4,1,12,2,262,12,2020_12
1337011946953072641,1,promoter,active,14180,1590,20,52,1420,198,12160,1305,326,24,254,11,4722,448,2020_12
1337017367214379009,1,promoter,active,6790,432,44,74,1029,60,5566,289,77,7,74,2,2338,75,2020_12
1337019432342855680,1,promoter,active,2182,89,1,3,53,8,2099,74,20,2,9,2,897,25,2020_12
1337029152327802881,1,promoter,active,3531,260,6,16,278,35,3105,203,87,3,55,3,1234,67,2020_12
1337036926327656450,1,promoter,active,18889,1763,42,15,3738,334,14963,1410,59,1,87,3,4287,368,2020_12
1337043739915788292,1,promoter,suspended,22940,2188,63,244,4993,370,16742,1530,664,26,478,18,6055,458,2020_12
1337089410068860929,1,promoter,suspended,8244,429,14,3,486,47,7540,373,126,2,78,4,3338,125,2020_12
1337101740240416768,1,promoter,active,1318,241,11,1,152,39,1143,198,1,1,11,2,438,78,2020_12
1337105777505480706,1,promoter,active,1968,289,8,8,334,54,1550,218,12,5,64,4,485,51,2020_12
1337124368762228743,1,promoter,suspended,11376,1026,10,5,777,119,10434,896,86,2,69,4,4080,316,2020_12
1337168397398921217,1,promoter,active,7399,1053,14,5,613,129,6636,896,46,1,90,22,2602,240,2020_12
1337194529087234048,1,promoter,suspended,5927,487,3,4,353,53,5459,423,66,5,46,2,2507,154,2020_12
1337202864486223873,1,promoter,suspended,6954,565,4,2,676,85,6167,473,67,4,40,1,2677,168,2020_12
1337203526880141312,1,promoter,suspended,959,100,2,1,61,9,867,86,3,2,26,2,344,24,2020_12
1337206008565796864,1,promoter,suspended,6610,589,5,3,335,56,6219,521,22,4,29,5,2905,229,2020_12
1337249737687375873,1,promoter,active,1004,150,4,4,154,31,818,112,26,2,2,1,224,25,2020_12
1337251453359026183,1,promoter,suspended,9985,747,14,6,730,89,8917,629,191,15,133,8,3711,225,2020_12
1337252977871106049,1,promoter,suspended,5558,331,6,3,246,27,5207,293,60,7,39,1,2405,125,2020_12
1337254492069367809,1,promoter,active,3848,300,9,5,416,36,3392,257,8,1,23,1,1044,63,2020_12
1337264198041133057,1,promoter,suspended,3984,227,6,1,117,23,3789,199,34,3,38,1,1879,65,2020_12
1337384885481336832,1,promoter,active,3478,249,6,3,224,24,3194,219,22,2,32,1,1355,63,2020_12
1337485320301006848,1,promoter,active,826,130,7,16,82,16,706,91,22,4,9,3,233,29,2020_12
1337527990805274627,1,promoter,active,19573,2243,44,17,5252,452,14105,1762,102,9,70,3,3732,364,2020_12
1337544827555221515,1,promoter,suspended,6996,884,5,44,421,104,6452,698,58,7,60,31,2861,236,2020_12
1337573459824697344,1,promoter,active,4618,641,9,14,513,93,4053,526,16,4,27,4,1510,98,2020_12
1337575073704718339,1,promoter,suspended,1457,155,1,1,82,20,1338,129,29,3,7,2,729,62,2020_12
1337578033377669122,1,promoter,active,441,28,1,1,14,5,416,20,4,1,6,1,146,2,2020_12
1337637023063048193,1,promoter,active,8318,583,16,6,753,82,7451,487,47,5,51,3,2416,123,2020_12
1337745268591259648,1,promoter,suspended,44054,27094,211,3043,13964,6612,27312,16198,1593,861,974,380,8307,4525,2020_12
1337749683414896640,1,promoter,active,8445,710,20,20,1250,111,7064,568,23,3,88,8,2634,151,2020_12
1337755324963545089,1,promoter,active,1324,175,2,1,147,23,1166,147,2,1,7,3,363,44,2020_12
1337757251113717760,1,promoter,active,379,61,8,1,66,10,295,44,5,5,5,1,122,20,2020_12
1337778729968349187,1,promoter,suspended,2821,237,4,3,91,19,2713,212,5,2,8,1,1172,82,2020_12
1337790419875352576,1,promoter,suspended,37891,6004,179,1772,9552,854,26064,3202,1188,102,908,74,8342,872,2020_12
1337791329586311168,2,promoter,suspended,4939,420,6,5,65,46,4726,355,68,8,74,6,1843,107,2020_12
1337810996220538883,1,promoter,active,2042,162,1,5,162,22,1849,130,9,1,21,4,738,49,2020_12
1337837300072517632,1,promoter,suspended,5014,238,5,2,185,27,4693,202,81,5,50,2,2316,66,2020_12
1337866132221378560,1,promoter,active,4461,362,8,3,231,37,4208,319,6,2,8,1,1350,81,2020_12
1337874364209958923,1,promoter,active,9349,936,14,8,950,148,8275,759,28,7,82,14,3042,246,2020_12
1337907271574171649,1,promoter,suspended,7636,938,5,3,309,66,7221,858,34,4,67,7,3542,314,2020_12
1337912476168437761,1,promoter,active,541,54,1,1,89,13,429,38,10,1,12,1,183,12,2020_12
1337993743090278401,1,promoter,suspended,10924,691,13,2,756,83,9768,574,295,24,92,8,4051,206,2020_12
1338004527652462592,1,promoter,suspended,10246,732,7,4,725,93,9196,598,221,31,97,6,3818,232,2020_12
1338061528474341376,1,promoter,active,831,56,1,2,22,6,791,46,5,1,12,1,398,29,2020_12
1338121489833472001,2,promoter,active,3579,501,5,4,46,124,3366,354,119,14,43,5,1076,104,2020_12
1338136237891342336,1,promoter,active,3902,588,25,13,394,72,3471,501,2,1,10,1,1209,121,2020_12
1338144458278375425,1,promoter,active,5734,709,8,3,308,89,5355,607,33,7,30,3,1857,151,2020_12
1338148430871453696,1,promoter,suspended,19792,1601,30,7,1809,241,17559,1324,195,8,199,21,6498,429,2020_12
1338172201288282114,1,promoter,active,1605,984,10,12,84,74,1506,894,4,3,1,1,611,256,2020_12
1338201050101280769,1,promoter,suspended,4772,367,3,1,255,35,4394,318,80,12,40,1,1929,97,2020_12
1338203081742364682,1,promoter,active,13251,1755,25,26,1666,302,11293,1414,85,6,182,7,3786,353,2020_12
1338213240443031552,1,promoter,suspended,2620,328,3,1,129,35,2439,277,37,11,12,4,1186,91,2020_12
1338214339447296003,1,promoter,suspended,22523,3856,28,24,2795,547,18668,3110,793,143,239,32,6204,891,2020_12
1338221038568677382,1,promoter,suspended,9971,1019,8,27,708,129,8870,805,263,48,122,10,3853,307,2020_12
1338222313381224454,1,promoter,suspended,5995,644,4,9,465,90,5366,528,79,11,81,6,2341,187,2020_12
1338244869354098693,1,promoter,suspended,2407,181,1,1,157,20,2176,155,40,2,33,3,1040,61,2020_12
1338246163368046593,1,promoter,suspended,18886,1622,49,269,3603,232,14282,1064,549,40,403,17,5102,323,2020_12
1338247238619967488,1,promoter,active,7231,1033,11,6,424,103,6757,915,10,1,29,8,2213,303,2020_12
1338254785666043908,1,promoter,suspended,29502,4870,97,1235,6442,608,21100,2876,1151,94,712,57,6713,843,2020_12
1338254787020787712,1,promoter,suspended,15286,923,37,152,3136,123,11318,613,468,28,327,7,3942,171,2020_12
1338267390992379904,1,promoter,suspended,5067,394,10,3,324,45,4587,341,76,4,70,1,1899,106,2020_12
1338279590096228353,1,promoter,suspended,5514,628,7,4,278,59,5125,549,31,2,73,14,2584,255,2020_12
1338280110986842114,1,promoter,active,4839,424,21,124,404,44,4370,254,19,1,25,1,1746,74,2020_12
1338284494533615617,1,promoter,suspended,4907,530,4,6,266,68,4526,449,60,2,51,5,1909,173,2020_12
1338286730064130054,1,promoter,suspended,6064,522,20,15,354,60,5547,441,92,4,51,2,2226,123,2020_12
1338333894446235650,1,promoter,active,2574,474,3,15,146,64,2373,389,39,3,13,3,1092,98,2020_12
1338338270355345409,1,promoter,active,1224,115,1,1,156,15,1043,94,5,3,19,2,407,24,2020_12
1338360799660748800,1,promoter,active,987,83,2,1,76,12,869,65,27,4,13,1,412,26,2020_12
1338367036859232261,1,promoter,suspended,1665,139,1,1,57,20,1536,99,56,15,15,4,716,47,2020_12
1338378573099507715,1,promoter,active,12265,843,19,11,913,110,11030,693,167,18,136,11,4220,231,2020_12
1338383327112335361,1,promoter,deleted,1933,209,1,1,65,18,1833,185,22,3,12,2,966,67,2020_12
1338424559368720385,1,promoter,suspended,14326,1978,13,16,1112,228,13054,1705,88,17,59,12,5373,619,2020_12
1338494535463268358,1,promoter,suspended,2960,202,3,3,154,15,2722,166,45,12,36,6,1255,63,2020_12
1338499117895528451,1,promoter,suspended,9364,842,16,9,779,121,8311,672,174,23,84,17,3495,249,2020_12
1338505355463188482,1,promoter,active,13889,5212,38,37,3184,1034,10200,4009,222,44,245,88,3131,880,2020_12
1338505940937617411,1,promoter,active,620,232,6,1,135,43,461,181,14,5,4,2,117,28,2020_12
1338528996926042115,1,promoter,active,2622,316,3,2,346,70,2198,231,37,10,38,3,714,43,2020_12
1338533165057576967,1,promoter,active,4026,372,5,3,445,61,3421,302,94,5,61,1,1354,83,2020_12
1338535404602003456,1,promoter,suspended,7646,597,10,2,899,101,6514,485,85,2,138,7,2561,136,2020_12
1338557477252517888,1,promoter,active,7411,489,13,2,1119,84,6139,395,13,2,127,6,2017,97,2020_12
1338563999147945985,1,promoter,suspended,2345,85,2,2,115,15,2177,62,22,4,29,2,999,26,2020_12
1338573640317751297,1,promoter,active,4549,350,7,3,405,47,4075,297,18,2,44,1,1428,92,2020_12
1338574268154646528,1,promoter,suspended,25318,3113,80,722,6085,501,17596,1764,856,81,701,45,5606,480,2020_12
1338575021229416453,1,promoter,suspended,5564,752,10,6,371,83,4955,631,177,29,51,3,2186,234,2020_12
1338577239970082822,1,promoter,suspended,9380,2237,13,16,1125,367,7925,1787,212,47,105,20,3491,766,2020_12
1338597216110346240,1,promoter,active,656,205,4,89,65,24,565,88,12,3,10,1,181,23,2020_12
1338611996770643968,1,promoter,active,3939,416,9,5,353,58,3368,322,169,27,40,4,1139,80,2020_12
1338614879750676481,1,promoter,active,6869,412,6,11,576,56,6052,329,120,8,115,8,2259,66,2020_12
1338618035448532993,1,promoter,active,1704,124,13,7,134,15,1490,98,23,2,44,2,540,27,2020_12
1338618286293082113,1,promoter,suspended,6168,353,8,2,299,46,5815,299,24,5,22,1,2447,135,2020_12
1338633548518010882,1,promoter,suspended,9325,656,11,21,570,88,8423,523,193,13,128,11,3576,180,2020_12
1338647689781792769,1,promoter,active,888,96,1,1,93,17,785,76,2,1,7,1,284,24,2020_12
1338833846033207297,1,promoter,active,2883,241,9,7,460,40,2393,191,3,2,18,1,630,39,2020_12
1338855971376926728,2,promoter,suspended,1908,176,2,3,22,22,1838,146,32,3,14,2,746,43,2020_12
1338871862315667456,1,promoter,suspended,57946,9122,243,2565,15765,1346,38812,5010,1553,97,1573,104,11883,1418,2020_12
1338874170042707969,1,promoter,active,660,108,2,3,29,7,617,96,5,1,7,1,214,26,2020_12
1338876892741513222,1,promoter,active,336,69,13,6,16,5,300,56,1,1,6,1,161,19,2020_12
1338986569038905344,1,promoter,suspended,9205,592,6,4,428,70,8703,514,14,1,54,3,3782,207,2020_12
1339060809406693376,1,promoter,suspended,3257,325,2,2,204,40,2950,265,76,15,25,3,1521,136,2020_12